doc_id,authors,published_date,section,title
00337a3a-5eed-4ff4-9a8e-663c59de852d,Nathan Onibudo,17-Sep-24,Opinion,ONIBUDO: Give us back our Hill
00d58a44-5212-41d8-8054-a55097f54112,Conall Castagno,18-Aug-25,Opinion,"CASTAGNO: U.Va. paved paradise, but we still need more parking lots"
018a6694-a131-4b1b-97c9-e66d5da4e509,Editorial Board,3-Dec-24,Opinion,EDITORIAL: Repressive classroom agendas cost students their education
02a96c20-f438-4335-b1bf-330440957589,Ayat Younis,9-Jan-25,Opinion,YOUNIS: Why every U.Va. student should say yes to English
02ac942b-5c90-467c-be62-8701d281bbc8,Farah Eljazzar,31-Aug-24,Opinion,ELJAZZAR: Prolong technology sabbaticals
046c2c0e-a70a-4073-867d-c5409539958b,Muhammad Ali Rashid,2-Aug-25,Opinion,RASHID: The liberal arts are not optional — and we need to start treating them as such
0536c88a-76d7-4cda-bfa5-dc480bb28fff,Elizabeth Ingeborg Casteen; John T. Casteen IV,20-Mar-25,Opinion,OBITUARY: John Thomas Casteen III passes away at 81
05d22c6a-6057-4bdb-9b71-1a557c14b049,Paul Dafydd Jones; Janet Spittler; Natasha Heller; Erik Braun,1-Aug-25,Opinion,4 RELIGIOUS STUDIES FACULTY: Where are the humanities professors?
080d3d86-458e-403e-9035-e678e7a9f061,Michael Payne,26-May-25,Opinion,PAYNE: U.Va.’s acquisition of the FEI directly harms the children of Charlottesville
0bd9224b-522d-4107-9b5a-c3dd41055309,Nathan Onibudo,17-May-25,Opinion,PARTING SHOT: On the art of walking and chewing gum
0c009555-af81-46b2-a3ae-9cbcbc5974ad,Emma Nero,6-Sep-25,Opinion,NERO: Virginia must further prioritize high school economics education
0c3236e9-f0be-4b45-a1c3-9f1cbbeb592d,Wylie Brunman,7-Oct-24,Opinion,"BRUNMAN: October 7 — one year on, it is time we embrace conciliation"
0ce2b0ef-f5e4-4be0-b9b9-6560ec1a396b,Susannah Baker; Chloe Fridley; Brighton Lieu,11-Apr-25,Opinion,"BAKER, FRIDLEY, LIEU: We should re-examine Inclusive Access textbooks on Grounds"
0d229ac7-9d0a-4fca-8bbd-3f971ce4854b,Stephen Farmer,31-Aug-24,Opinion,LETTER: U.Va.'s relationship with the University Guides
0dd59d92-912f-4e63-a0af-c92a8f69a307,Tom Neale,16-Dec-25,Opinion,LETTER: An alumnus and parent’s perspective on U.Va.’s presidential search process
0e7ace53-afab-450a-b88d-f636ca0f2995,Viet Huynh,3-Nov-24,Opinion,HUYNH: Hung Cao's story is powerful — don't take the bait
0ef5d8d0-d81a-45a2-8aab-bc3ee250536e,Editorial Board,22-Dec-25,Opinion,EDITORIAL: An eleventh-hour presidential appointment and a community left in the dark
0f82df1f-a1bf-45ac-8deb-46ebb9acf93c,Ann Brown; Chris Ford,9-Dec-25,Opinion,BROWN AND FORD: U.Va.’s Board of Visitors cannot escape accountability with silence
103a0b19-a7ce-4d2f-bbd6-8e603f62e3a5,Nathan Onibudo,16-Mar-24,Opinion,LETTER FROM THE EDITOR: Introducing The Cavalier Daily’s puzzle section
110987c7-0e8b-44a3-8e4c-6fc71e1bc63a,Muhammad Ali Rashid,8-Mar-25,Opinion,RASHID: U.Va. must empower faculty and students through transparency
111c1cda-71c6-4e51-999f-affb50a8af3f,Naima Sawaya; Nathan Onibudo,6-May-24,Opinion,"ONIBUDO AND SAWAYA: Police, not students, were agents of chaos"
112469c0-9d20-47f7-ab69-3f9d8c67c192,Editorial Board,29-Mar-24,Opinion,EDITORIAL: Safe spaces must account for their diversity
128060c1-fad1-42a5-a862-64b19cebfb35,Editorial Board,13-Mar-24,Opinion,EDITORIAL: Living on the Lawn should be a genuine privilege
138d1b9e-ab85-4805-93af-f5eda6111b48,Muhammad Ali Rashid,20-Nov-24,Opinion,RASHID: Club exclusivity hurts the student body
13e97cfa-01f9-461d-93cf-ff8f6c0f6f9c,Paul Kurtzweil,8-Mar-25,Opinion,KURTZWEIL: What we lose in the name of efficiency
146eb773-1dc9-4535-b857-fa3ccd5a4ff2,Editorial Board,21-Jul-25,Opinion,EDITORIAL: U.Va.’s path forward begins in the shadows of administrative silence
15b16f69-2b0a-41f1-a045-c1ce26877595,Melissa Levy; Sarah Milov; Laura Goldblatt,17-Sep-24,Opinion,"GOLDBLATT, LEVY, MILOV: Israeli flag vandalism is political, not antisemitic"
17549790-2fd3-446c-b48c-10a3a348348d,,10-Sep-24,Opinion,LETTER: Your U.Va. Health System coverage lacks important context
1812fdfe-a499-4c9e-ac85-861467dadf7d,Muhammad Ali Rashid,6-Feb-25,Opinion,"RASHID: Noncitizen students are under attack, and the University must act"
18975855-5460-4207-9c7c-c8f7f324f129,Ryan Cohen,30-Jul-25,Opinion,COHEN: Take on NIL the Tony Bennett way
18b450cb-da84-461a-8bfa-4671ca1cbb28,Michael King,30-Aug-25,Opinion,KING: Why are Virginia Democrats the only ones defending Virginia’s authority?
1d49b9be-f8b4-414b-b3c5-74dc910c28d2,Alex Shrauger,25-Jan-25,Opinion,SHRAUGER: McIntire’s three-year model limits opportunities for first-year students
1dc3eb95-9adc-47cd-938a-ceb92c30bced,Paul Kurtzweil,6-Feb-25,Opinion,KURTZWEIL: Dockworkers’ unions cannot avoid the threat of automation
1dcc2e95-b122-4688-b6c8-23157c21209c,Jackie Bond,11-May-25,Opinion,PARTING SHOT: Without sorrow
1e0e9b81-01c9-433d-927e-1451aec01951,Ryan Cohen,24-Oct-25,Opinion,COHEN: Removing supplemental essays sacrifices individuality for convenience
1e151a24-c864-4ad4-9520-5c2470e5d71e,Editorial Board,3-Apr-25,Opinion,EDITORIAL: Commit to protecting noncitizens on Grounds
1ead9e7d-fe74-492e-8bb9-72f5bea6fd57,Editorial Board,19-Apr-24,Opinion,EDITORIAL: Celebrating and reflecting on The Cavalier Daily’s independence
1fac7b95-9e69-41b0-9203-978a3690c782,Tom Neale,22-Sep-25,Opinion,NEALE: U.Va. needs to address tuition costs to ensure economic diversity
220861b3-c6a2-486a-b580-67032553b522,Aoife Arras,17-Apr-24,Opinion,ARRAS: U.Va. must revise the Sexual Assault Prevention Training module
232e9c81-0261-4cc5-9b88-6b7958535437,Paul Kurtzweil,20-Oct-24,Opinion,KURTZWEIL: California’s environmental laws should not influence Virginia’s
250aa706-8680-4f0c-badd-0b549e214c57,Naima Sawaya,26-Sep-24,Opinion,SAWAYA: U.Va. should require more language education
2824932a-c4c1-4490-865c-a038a7644392,Editorial Board,4-Oct-25,Opinion,EDITORIAL: Federal funding confusion punishes Charlottesville adult education
2ada326e-ca8b-4884-86f6-12b68ab085b6,Editorial Board,16-Sep-24,Opinion,EDITORIAL: City Council — learn from past mistakes on ranked choice voting
2afec589-040b-4130-8909-84a94184063c,Editorial Board,13-Sep-25,Opinion,EDITORIAL: Virginia’s political parties have left our universities boarded up
2b35d9a0-975c-4f3a-b0d3-370eb13e79d5,Gayathri Kavitha,23-Dec-24,Opinion,KAVITHA: U.Va. must strengthen efforts to combat opioid overdose in the community
2cbe1ab3-52e8-4688-9b97-4dbd372bcf53,Heer Patel,15-Jan-25,Opinion,PATEL: Personal development courses support students beyond the gradebook
2d0f575e-0410-4e4d-86f3-71b488df91ab,Jacob Tisdale,15-May-24,Opinion,PARTING SHOT: Does this even matter?
2d534551-3114-40b9-9085-4e0728a1a517,Lucy Duttenhofer,6-Nov-25,Opinion,"DUTTENHOFER: A case for a U.Va. degree, beyond the data"
2d891868-86d4-455c-81b2-ba66e3dbfa43,Editorial Board,21-Feb-25,Opinion,EDITORIAL: Elect Honor representatives committed to transparency
2e5bf287-81a6-4af9-b037-8ff7ad0afdae,Delaney Hammond,13-May-25,Opinion,"PARTING SHOT: When it comes to art, it pays to pay attention"
310304cd-fc0b-4573-84bf-419965529d23,Adeline Garvie,10-Dec-25,Opinion,"GARVIE: Let clubs be about interests, not interviews"
31b18863-3564-451b-a948-37ff4e323d58,Adeline Garvie,19-Jul-25,Opinion,GARVIE: U.Va. Health is rapidly falling behind on its responsibility to patients
3417405d-c311-4414-9c5b-d3f0f900b529,Paul Kurtzweil,28-Oct-24,Opinion,KURTZWEIL: Virginia’s new education reform stinks of school choice plot
36a48118-e065-4323-acdb-6dd297b745a8,Muhammad Ali Rashid,7-Dec-25,Opinion,RASHID: Late night snacking is our right
36d3bfed-9354-4a7f-a6a4-a5883223a30c,Viet Huynh,18-Jul-24,Opinion,"HUYNH: Promote the presidential debate, protect Student Council"
37320f71-4609-4361-9929-603811607c6e,Nathaniel Carter,22-Mar-25,Opinion,CARTER: Take care selecting U.Va. Health’s next CEO
379635cc-c457-4e14-a99b-d7a7adf1b047,Scarlett Sullivan,1-Oct-24,Opinion,SULLIVAN: The Echols Scholar Program sidesteps gen-eds — and their own mission
38255a8e-2441-44b0-bf0d-d1b2279a5184,Michael King,28-Nov-25,Opinion,KING: Backroom agreements have no place at U.Va.
38c10c57-1d38-4d68-a9c7-5f0e12f809c2,Robert B. Cullen,5-Sep-25,Opinion,CULLEN: Let's not make the U. like it used to be
3922d17b-2a43-4ad5-928c-dede526b6999,Editorial Board,27-Jun-25,Opinion,EDITORIAL: Government has the power to prevent further political violence
39759bae-041c-4076-8fa7-8906196fb849,Michael King,9-Dec-25,Opinion,KING: The absurdity of Wilkinson’s veto
39a731cf-659e-46db-8b3b-7464007a9dac,Barbara Wasserman,16-Sep-25,Opinion,WASSERMAN: The Cavalier Daily got it wrong on UVa.’s discrimination cases
3d3bfd31-e1d9-4e62-808b-c12e1f11719d,Heer Patel,5-Nov-24,Opinion,PATEL: Flipped classroom models subtract from effective education
3dd2a791-114f-4546-88e7-f7deb5a37d11,Jane Mattimoe,2-Oct-25,Opinion,LETTER: Embrace medicinal herb gardens on Grounds
400f2a8f-e46e-40c5-b767-e2ada3b68afc,Conall Castagno,5-Apr-25,Opinion,CASTAGNO: Closing the Federal Executive Institute fails local residents
4116e696-030e-439f-b441-e2c34bcec282,Cecy Juárez,13-May-24,Opinion,"PARTING SHOT: Girl, what did you expect?"
41443378-a6c8-4a11-9166-efbaa7e4638b,Editorial Board,27-Sep-24,Opinion,EDITORIAL: Draw the line on University expansion
42f3fb40-e5ba-4d54-bf7c-80520418a4e8,Jefferson Council,12-Oct-25,Opinion,JEFFERSON COUNCIL: The hypocritical politicization of U.Va.’s presidential search
42f60501-5323-4b10-95fc-f804088b80ed,Editorial Board,6-Dec-24,Opinion,EDITORIAL: End the Batten Curve
44cdafbf-9341-4f03-9a79-289b3bbf479b,Dan Freed,10-May-25,Opinion,PARTING SHOT: The myth of the “two Universities”
45d99ab8-9614-4eaa-8f85-81f67c3fc924,Adeline Garvie,27-Apr-25,Opinion,GARVIE: Commend the University’s continuous care for the environment
47a95f27-c1c6-4a53-ab72-c96342968ec7,Muhammad Ali Rashid,28-Oct-25,Opinion,RASHID: U.Va.’s deal with the government exposes us to both risk and reward
47c19409-a070-4d19-bdf1-32fb0711fdc6,Nathaniel Carter,8-Feb-25,Opinion,CARTER: U.Va. Health owes clarity to transplant patients
49222498-64ee-414a-82f7-2647bc8622f7,Gayathri Kavitha,2-Sep-24,Opinion,KAVITHA: Invest in our future physicians’ medical education
496647ca-8a61-4bd9-9200-6196c9107139,Rachel Rezabek; Russell Hawes; Ishaan Rischie; Elianna Dunster; Kaile Maske; Zain Ahmad; Zoe Ziff,13-Feb-25,Opinion,LETTER: Medical students stand in support of transgender youth
4f94ae76-2ef8-43e1-b1ac-c706af065f3a,Apal Upadhyaya,8-Sep-24,Opinion,"UPADHYAYA: Title IX changes should be here to stay, not pushed away"
51190955-cc23-4303-a968-f9b480637095,Seamus Oliver; Alexander Church,16-Mar-24,Opinion,LETTER: Misunderstanding the Honor Committee’s mental health procedures
520c6d4c-6512-4d7f-acb0-bdaecdd9d05f,Editorial Board,28-Jun-25,Opinion,EDITORIAL: Federal overreach will not end with President Ryan
523e2767-840a-4e3a-ae8e-095903236949,Scarlett Sullivan,7-Nov-24,Opinion,SULLIVAN: Gov. Youngkin purges integrity from voter registration process
5343f111-4903-4e68-847a-a3544f547a92,Paul Kurtzweil,14-Mar-24,Opinion,KURTZWEIL: City Council should truly adhere to a Housing First policy
53b90937-a168-4eb1-8777-f0370f2088d0,Editorial Board,27-Feb-24,Opinion,EDITORIAL: Vote for The Voice Movement
544a920d-61d6-4c83-a769-ef5ff15e05a8,Jenna Caron,12-Nov-25,Opinion,CARON: U.Va. must provide more structural support for transfers
54b5705e-9cfd-4bc3-84a4-5163abf46272,Ryan Williams,17-Dec-24,Opinion,"WILLIAMS: From deepfakes to ChatGPT, AI can ruin us"
55fb982e-69ec-4acc-b480-8f9c5956dd61,Keoni Vega,5-Jun-25,Opinion,VEGA: In defense of President Jim Ryan
566ada52-4fd5-4154-ad7d-901e1a2efee2,Carly Burstein,2-May-25,Opinion,BURSTEIN: Federal workforce cuts target Virginia — and Youngkin’s response falls short
57d54d17-abdc-4a8f-b489-94f10505a511,Nathaniel Carter,4-Mar-25,Opinion,"CARTER: Virginia, stop ignoring inmate health"
58c1465c-166b-4f3a-9751-773e4b87bd48,Editorial Board,20-Dec-24,Opinion,EDITORIAL: Signing off from the 135th term
58caa7cb-a007-4c7a-8a04-5c333cb0e74c,Editorial Board,3-Mar-25,Opinion,EDITORIAL: Vote for transformation in Student Council
5950080a-af28-4af8-98bd-11dca2ce3c0e,Ryan Williams,14-Nov-24,Opinion,WILLIAMS: Big donors are dominating the Board of Visitors
59be091a-2562-47eb-98ed-8f6b62f8d3d8,Joshua Hawkins,23-Nov-25,Opinion,HAWKINS: Virginia Democrats’ redistricting plan is indefensible and likely unlawful
5cb61b73-4982-4ec4-8c7f-599bbf38ac59,Editorial Board,11-Oct-24,Opinion,EDITORIAL: Affirm the actions of U.Va.’s admissions programs
5cdf9f8e-5e30-43cb-8d64-33a8e063c411,A.N.G.E.L.S. Society,18-Mar-25,Opinion,LETTER: A letter to the U.Va. community from the A.N.G.E.L.S. Society
5dfab585-6fd5-478e-ac5b-815c99d3fe7e,Mary Kurbanov,11-May-24,Opinion,PARTING SHOT: On fighting imposter syndrome and being cool
5eac1e5f-4efd-4390-aa8d-1341d300c827,Nathan Onibudo,23-Mar-24,Opinion,LETTER FROM THE EDITOR: Reintroducing The Cavalier Daily’s podcast desk
5eb2e3f9-3596-43cd-9cca-b13ec4efe662,,31-Oct-24,Opinion,BRUNMAN: The University’s top national ranking in free speech should not fire you up
6027b642-1218-4dc6-85a4-9cfadb629953,Ayat Younis,10-Oct-24,Opinion,YOUNIS: U.Va. is missing a human voice
62939368-97c0-44c9-bc05-8a53b30bb734,Zoë Jenkins,26-Feb-24,Opinion,JENKINS: Divestment is not a solution for Israel and Palestine
636d10e8-5df0-4260-b064-ae7fc8ab97f8,Editorial Board,9-Mar-25,Opinion,EDITORIAL: Celebrate the Contemplative Commons and other non-academic student spaces
63743ddb-0d87-4d68-b101-eeee2304b3a1,Apal Upadhyaya,23-Jun-24,Opinion,UPADHYAYA: Open the door for DACA recipients to join law enforcement
63872e25-63ce-4761-a5ee-f8f4c1ecb85c,Editorial Board,9-Oct-25,Opinion,EDITORIAL: Some ‘limited’ feedback on the Compact
67760ebd-d6a9-4ee0-992b-0646e4e66dde,Ryan Cohen,3-Apr-25,Opinion,"COHEN: Facing federal cuts, U.Va. must defend affordability"
691c1090-4346-46f1-a6ad-460e426bf1d1,Anaïs Naish,21-Jun-24,Opinion,NAISH: We need to say the “F” word more
69a55c2f-b7c9-40e5-abd6-c78bd8660c37,Muhammad Ali Rashid,12-Oct-25,Opinion,RASHID: U.Va.’s new privacy policy should be welcomed — and expanded
6a60e51b-9797-450a-ad95-23ea29ad3d26,P.U.M.P.K.I.N. Society,31-Oct-25,Opinion,P.U.M.P.K.I.N. SOCIETY: Happy Halloween 2025
6a71d203-170a-4442-98d8-3ec8aabb01c9,Paul Kurtzweil,2-Aug-24,Opinion,"KURTZWEIL: Volunteering at U.Va. should be easy, but isn’t"
6afcc065-4d72-477c-9da4-a97135b776cd,Concerned Faculty,11-Jul-25,Opinion,A statement by 401 concerned faculty regarding the crisis of President Ryan’s forced resignation
6d102f64-8a6b-486a-ac10-392391b301e7,Editorial Board,8-Feb-25,Opinion,EDITORIAL: Upholding medical amnesty is a collective effort
6d76c1fb-8517-4945-944f-ff454b7627e0,Shaleah Tolliver,12-May-24,Opinion,PARTING SHOT: Prides and joys
6e88b411-1b86-4f12-9bfb-7c3923d5921c,Conall Castagno,7-Dec-25,Opinion,CASTAGNO: Albemarle County’s cautious approach to data centers should be a model
6edf7be6-a271-44a3-81d8-a1800e58be64,Viet Huynh,2-May-25,Opinion,HUYNH: Virginia’s proposed ‘whippets’ law is laughable
6f33fb7f-dec2-40a5-b7b8-6520d04bebdc,Ryan Williams,19-Feb-25,Opinion,WILLIAMS: Let us not hide history this Black History Month
70ec1560-3da6-4db2-9fb8-88f143ee7534,Ryan Cohen,10-Nov-25,Opinion,COHEN: Historic preservation should not come before affordable housing
7116c67d-a879-4274-88d4-f5394945f377,Scott Douglas Gerber,17-Sep-25,Opinion,GERBER: Gaslighting for DEI — community DEI proponents must stop ignoring the law
76d60dc6-d3f1-47a1-9060-a63e24639f5b,Dan Freed,14-Aug-25,Opinion,FREED: High school wrestling programs must grapple with athlete safety
77bf518b-f6ca-40bd-a166-e8a2251738c0,Scarlett Sullivan,14-Mar-24,Opinion,SULLIVAN: Financial accessibility matters — even post-grad
78948857-a123-4149-9306-215f3e626768,Jewish Faculty & Staff at U.Va.,17-Jul-25,Opinion,A statement by 40 Jewish faculty and staff on antisemitism and DEI at U.Va.
79c16795-02d5-4df5-85e4-e609a16d5648,Grace Clippinger,3-Jan-26,Opinion,CLIPPINGER: Jay Jones’ inauguration reflects a shift in Virginia’s civic culture
79d2a03b-48b5-4911-a5b5-188f80ff7b26,,19-Apr-25,Opinion,SCHENBERG: Our foreign students and colleagues deserve better
7a08415b-b76d-4ba0-8f2e-e5897efcd8b0,Carly Burstein,8-Sep-25,Opinion,BURSTEIN: The attention deficit epidemic needs to be addressed at U.Va.
7aa7faa5-91a2-4dfb-bb58-b92c369fce9e,5 U.Va. Community Members,4-Sep-25,Opinion,5 U.Va. COMMUNITY MEMBERS: Gerber has it wrong — our U.Va. is better
7ac99f79-392e-431c-bbe5-a9ed2e0d7129,Muhammad Ali Rashid,23-Jan-25,Opinion,RASHID: Denying compensation to Resident Advisors will leave us behind
7cab1267-a350-4757-b0eb-f3ab63ac269d,Wylie Brunman,9-Dec-24,Opinion,"BRUNMAN: Stop ghosting us, Governor Youngkin"
7d288ce1-9e70-4a7b-93c5-355f898ce43b,Farah Eljazzar,10-May-24,Opinion,ELJAZZAR: Celebrate U.Va.’s expansion into Northern Virginia
7d2a2f86-e1bd-41ae-8586-389c3501285f,Paul Kurtzweil,6-Apr-25,Opinion,KURTZWEIL: Threats to learning cannot be met with cowardice
7d6bf379-13ca-4c9f-871c-3df839567e3d,Scarlett Sullivan,13-Aug-24,Opinion,"SULLIVAN: Ring out the old, vote in the new"
7f2e943d-c2f1-4d2a-a383-b43aad0d829d,Lucy Duttenhofer,5-Dec-25,Opinion,DUTTENHOFER: Spanberger cannot fail Virginia’s education system
802e8089-e6e9-4f26-9fcc-336b1527acc4,Ayat Younis,7-Mar-25,Opinion,YOUNIS: Muslim students deserve a better Ramadan on Grounds
80485a56-fa86-4d2f-8a2b-c2ab00271801,Retired Faculty at U.Va.,7-Aug-25,Opinion,A statement of no confidence in the Board of Visitors by 141 retired U.Va. faculty
80690381-1d8e-4d81-8cab-635868ea96f2,Camila Cohen Suárez,11-May-24,Opinion,PARTING SHOT: Escaping the Doldrums
80dce6d1-7215-408e-9007-5c58abb01a0f,Scarlett Sullivan,14-Sep-24,Opinion,SULLIVAN: QR codes have crashed the party
81818625-1308-432e-a419-b2ef41af7cce,Editorial Board,3-Sep-24,Opinion,EDITORIAL: University admin — guide us through your decision to suspend the Guide Service
821bf951-3026-4332-b24b-a1d9c42a7712,Editorial Board,20-Nov-25,Opinion,"EDITORIAL: Spanberger, do not follow in the pattern of our last governor"
